sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus
FK0017725,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ORAL CARE",base,"Softsoap Liquid Hand Soap Refill, Aquarium (828 mL)",,,,1,Taxable Goods,"Catalog, Search",3.5424,,,,,,,/FK0017725.png,"Softsoap Liquid Hand Soap Refill, Aquarium (828 mL)",/FK0017725.png,,/FK0017725.png,,/FK0017725.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0017726,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,Crest Baking Soda & Peroxide Whitening with Tartar Protection Striped Toothpaste (127 mL),,,,1,Taxable Goods,"Catalog, Search",3.5424,,,,,,,/FK0017726.png,Crest Baking Soda & Peroxide Whitening with Tartar Protection Striped Toothpaste (127 mL),/FK0017726.png,,/FK0017726.png,,/FK0017726.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0017727,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ESSENTIALS FOR HIM",base,"Colgate Flouride Toothpaste, Cavity Protection, Winterfresh (95 mL)",,,,1,Taxable Goods,"Catalog, Search",0.9856,,,,,,,/FK0017727.png,"Colgate Flouride Toothpaste, Cavity Protection, Winterfresh (95 mL)",/FK0017727.png,,/FK0017727.png,,/FK0017727.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0017728,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ORAL CARE",base,"Purell Hand Sanitizers Hand Sanitizer, with Aloe (236 mL)",,,,1,Taxable Goods,"Catalog, Search",5.3784,,,,,,,/FK0017728.png,"Purell Hand Sanitizers Hand Sanitizer, with Aloe (236 mL)",/FK0017728.png,,/FK0017728.png,,/FK0017728.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0017729,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,"Crest 3D White Diamond Strong Oral Rinse, Smooth Mint (946 mL)",,,,1,Taxable Goods,"Catalog, Search",9.6984,,,,,,,/FK0017729.png,"Crest 3D White Diamond Strong Oral Rinse, Smooth Mint (946 mL)",/FK0017729.png,,/FK0017729.png,,/FK0017729.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0017730,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ EYE CARE",base,Secret Clinical Clear Gel Completely Clean (45 g),,,,1,Taxable Goods,"Catalog, Search",8.9424,,,,,,,/FK0017730.png,Secret Clinical Clear Gel Completely Clean (45 g),/FK0017730.png,,/FK0017730.png,,/FK0017730.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0017731,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,"Degree Men Dry Protection Anti-Perspirant, Cool Comfort (76 g)",,,,1,Taxable Goods,"Catalog, Search",2.7776,,,,,,,/FK0017731.png,"Degree Men Dry Protection Anti-Perspirant, Cool Comfort (76 g)",/FK0017731.png,,/FK0017731.png,,/FK0017731.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0017732,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ ORAL CARE",base,"Colgate MaxFresh Toothbrush, Medium (1 ea)",,,,1,Taxable Goods,"Catalog, Search",2.7776,,,,,,,/FK0017732.png,"Colgate MaxFresh Toothbrush, Medium (1 ea)",/FK0017732.png,,/FK0017732.png,,/FK0017732.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0017733,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ EYE CARE",base,"Kiss My Face Liquid Hand Soap, Coconut (266 mL)",,,,1,Taxable Goods,"Catalog, Search",8.6292,,,,,,,/FK0017733.png,"Kiss My Face Liquid Hand Soap, Coconut (266 mL)",/FK0017733.png,,/FK0017733.png,,/FK0017733.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
FK0017734,,Default,virtual,"MAIN MENUBAR/PERSONAL CARE,MAIN MENUBAR/PERSONAL CARE/ BATH & BODY",base,Similasan Earache Relief Ear Drops (10 mL),,,,1,Taxable Goods,"Catalog, Search",15.1092,,,,,,,/FK0017734.png,Similasan Earache Relief Ear Drops (10 mL),/FK0017734.png,,/FK0017734.png,,/FK0017734.png,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,,,0,1,0,0,1,1,1,10000,1,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
